"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
3713,99.3497251300141,"Ferrera GR","Ferrera (GR)","Mit 8'645 Nein zu 309 Ja haben die Stimmbürgerinnen und Stimmbürger von Ferrera höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 0,7 Prozent. Ferrera stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Ferrera, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 0,7 pourcents de non. Ferrera vote non, contrairement à son canton."
3714,90.9312891308218,"Rheinwald GR","Rheinwald (GR)","In Rheinwald haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 9,1 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Rheinwald stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Rheinwald avec 9,1 de non. Rheinwald vote non, contrairement à son canton."
3721,45.7186922198161,"Bonaduz GR","Bonaduz (GR)","45,7 Prozent der Stimmbürgerinnen und Stimmbürger von Bonaduz haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Bonaduz stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Bonaduz, les habitants disent oui à 45,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Bonaduz vote non."
3722,89.6363322157413,"Domat/Ems GR","Domat/Ems (GR)","Domat/Ems ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 10,4 Prozent Nein verworfen. Domat/Ems stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Domat/Ems refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 10,4 pourcents de non. Domat/Ems vote non, contrairement à son canton."
3723,63.6523782974109,"Rhäzüns GR","Rhäzüns (GR)","36,3 Prozent der Stimmbürgerinnen und Stimmbürger von Rhäzüns haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Rhäzüns stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Rhäzüns rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 36,3 pourcents de non. Rhäzüns vote non, contrairement à son canton."
3731,71.9865861348808,"Felsberg GR","Felsberg (GR)","Felsberg ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 28 Prozent Nein verworfen. Felsberg stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Felsberg refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 28 pourcents de non. Felsberg vote non, contrairement à son canton."
3732,86.4556044805795,"Flims GR","Flims (GR)","13,5 Prozent Stimmbürgerinnen und Stimmbürger von Flims haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Flims stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Flims, les habitants disent non à 13,5 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Flims vote non, contrairement à son canton."
3733,22.0046951668337,"Tamins GR","Tamins (GR)","Mit 2'427 Ja zu 834 Nein hat sich Tamins für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Tamins stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Tamins approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 22 pourcents de oui. A l'instar de son canton, Tamins vote non."
3734,44.8320906609297,"Trin GR","Trin (GR)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Trin hat die Änderung des Bundesgesetzes mit 44,8 Prozent der Stimmen angenommen. Trin stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les électeurs de Trin valident avec 44,8 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Trin vote non."
3746,48.7240864429623,"Zernez GR","Zernez (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Zernez hat der Änderung des Bundesgesetzes mit 51,3 Prozent Nein-Stimmen verworfen. Zernez stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Zernez avec 51,3 pourcents de non. A l'instar de son canton, Zernez vote non."
3752,80.9715090785176,"Samnaun GR","Samnaun (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Samnaun mit 19 Prozent abgelehnt worden. Samnaun stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","C'est non à 19 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Samnaun. Samnaun vote non, contrairement à son canton."
3762,29.1759558254853,"Scuol GR","Scuol (GR)","Scuol hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 8'871 Ja zu 5'596 Nein. Das entspricht einem Ja-Stimmen-Anteil von 29,2 Prozent. Scuol stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Scuol avec 29,2 pourcents de oui. A l'instar de son canton, Scuol vote non."
3764,98.4565841034055,"Valsot GR","Valsot (GR)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Valsot hat die Änderung des Bundesgesetzes mit 98,5 Prozent der Stimmen angenommen. Valsot stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les électeurs de Valsot valident avec 98,5 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Valsot vote non, contrairement à son canton."
3781,52.6954321423545,"Bever GR","Bever (GR)","52,7 Prozent der Stimmbürgerinnen und Stimmbürger in Bever haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Bever stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","C'est oui à 52,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Bever. Bever vote non, contrairement à son canton."
3782,93.732817703858,"Celerina/Schlarigna GR","Celerina/Schlarigna (GR)","In Celerina/Schlarigna haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 6,3 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Celerina/Schlarigna stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Celerina/Schlarigna avec 6,3 de non. Celerina/Schlarigna vote non, contrairement à son canton."
3783,97.2816522233188,"Madulain GR","Madulain (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Madulain mit 2,7 Prozent abgelehnt worden. Madulain stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","C'est non à 2,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Madulain. Madulain vote non, contrairement à son canton."
3784,22.3820124054328,"Pontresina GR","Pontresina (GR)","22,4 Prozent der Stimmbürgerinnen und Stimmbürger von Pontresina haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Pontresina stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Pontresina, les habitants disent oui à 22,4 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Pontresina vote non."
3785,1.70266593340784,"La Punt-Chamues-ch GR","La Punt-Chamues-ch (GR)","In La Punt-Chamues-ch haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 98,3 Prozent haben die Änderung des Bundesgesetzes abgelehnt. La Punt-Chamues-ch stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à La Punt-Chamues-ch avec 98,3 de non. A l'instar de son canton, La Punt-Chamues-ch vote non."
3786,74.9391789315268,"Samedan GR","Samedan (GR)","Samedan hat mit 74,9 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Samedan stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Samedan acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 74,9 pourcents de oui. Samedan vote non, contrairement à son canton."
3787,60.1025621872395,"St. Moritz GR","St. Moritz (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: St. Moritz hat der Änderung des Bundesgesetzes mit 39,9 Prozent Nein-Stimmen verworfen. St. Moritz stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à St. Moritz avec 39,9 pourcents de non. St. Moritz vote non, contrairement à son canton."
3788,69.0165734151378,"S-chanf GR","S-chanf (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: S-chanf hat der Änderung des Bundesgesetzes mit 31 Prozent Nein-Stimmen verworfen. S-chanf stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à S-chanf avec 31 pourcents de non. S-chanf vote non, contrairement à son canton."
3789,61.4116555079818,"Sils im Engadin/Segl GR","Sils im Engadin/Segl (GR)","Mit 9'116 Ja zu 2'286 Nein hat sich Sils im Engadin/Segl für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Sils im Engadin/Segl stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Sils im Engadin/Segl approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 61,4 pourcents de oui. Sils im Engadin/Segl vote non, contrairement à son canton."
3790,45.2229320537299,"Silvaplana GR","Silvaplana (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Silvaplana mit 54,8 Prozent abgelehnt worden. Silvaplana stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","C'est non à 54,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Silvaplana. A l'instar de son canton, Silvaplana vote non."
3791,83.7736235698685,"Zuoz GR","Zuoz (GR)","Zuoz hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 6'404 Ja zu 1'471 Nein. Das entspricht einem Ja-Stimmen-Anteil von 83,8 Prozent. Zuoz stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Zuoz avec 83,8 pourcents de oui. Zuoz vote non, contrairement à son canton."
3792,16.7595704318956,"Bregaglia GR","Bregaglia (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Bregaglia hat der Änderung des Bundesgesetzes mit 83,2 Prozent Nein-Stimmen verworfen. Bregaglia stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Bregaglia avec 83,2 pourcents de non. A l'instar de son canton, Bregaglia vote non."
3804,87.682602298446,"Buseno GR","Buseno (GR)","Mit 6'174 Nein zu 3'863 Ja haben die Stimmbürgerinnen und Stimmbürger von Buseno höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 12,3 Prozent. Buseno stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Buseno, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 12,3 pourcents de non. Buseno vote non, contrairement à son canton."
3805,58.5467506200075,"Castaneda GR","Castaneda (GR)","Castaneda hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 5'058 Ja zu 2'565 Nein. Das entspricht einem Ja-Stimmen-Anteil von 58,5 Prozent. Castaneda stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Castaneda avec 58,5 pourcents de oui. Castaneda vote non, contrairement à son canton."
3808,61.6349180694669,"Rossa GR","Rossa (GR)","61,6 Prozent der Stimmbürgerinnen und Stimmbürger von Rossa haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Rossa stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Rossa, les habitants disent oui à 61,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Rossa vote non, contrairement à son canton."
3810,29.6047733398154,"Santa Maria in Calanca GR","Santa Maria in Calanca (GR)","29,6 Prozent der Stimmbürgerinnen und Stimmbürger in Santa Maria in Calanca haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Santa Maria in Calanca stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","C'est oui à 29,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Santa Maria in Calanca. A l'instar de son canton, Santa Maria in Calanca vote non."
3821,28.3729296643287,"Lostallo GR","Lostallo (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Lostallo hat der Änderung des Bundesgesetzes mit 71,6 Prozent Nein-Stimmen verworfen. Lostallo stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Lostallo avec 71,6 pourcents de non. A l'instar de son canton, Lostallo vote non."
3822,51.6754823038355,"Mesocco GR","Mesocco (GR)","Mit 6'887 Nein zu 6'514 Ja haben die Stimmbürgerinnen und Stimmbürger von Mesocco höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 48,3 Prozent. Mesocco stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Mesocco, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 48,3 pourcents de non. Mesocco vote non, contrairement à son canton."
3823,19.0007058670744,"Soazza GR","Soazza (GR)","81 Prozent der Stimmbürgerinnen und Stimmbürger von Soazza haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Soazza stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Soazza rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 81 pourcents de non. A l'instar de son canton, Soazza vote non."
